0,1,2,3,4,5,6,7
0.14511587,2.0522556,0.7866175,2.1802945,0.7321894,-2.303778,1.8547491,-0.35434
0.28522232,2.7084382,-1.1947576,1.9836671,-1.6825591,-4.5401196,2.0840075,-0.5756534
1.1840094,1.0828573,-0.77401274,2.195016,0.5469999,-2.3218806,1.9776073,-0.08358398
-0.577899,1.4534736,0.21461992,3.933312,-1.2638601,-3.5388792,1.2663977,0.30401185
0.40739337,2.0983431,-1.1911486,2.143726,-1.0822905,-3.7007551,1.6309239,-0.52378684
-0.21472704,2.226365,-0.19582349,1.8241612,1.2132928,-2.305344,1.1321727,-0.54986686
-0.054936193,1.9099101,0.9881992,2.2471519,0.82642883,-2.7001464,1.6701392,-0.69009197
0.06238693,1.4695884,0.2522218,2.1373944,1.143842,-3.3135357,1.3644702,0.29250625
0.62818813,1.5433592,0.39770237,2.5340316,0.10800488,-2.3262992,1.9743558,0.046048343
-0.5007091,0.123744,-1.544746,0.40968102,-0.39488268,-0.058421087,1.3512658,0.5141961
-0.34128845,0.581687,0.8363564,3.868217,0.41154665,-3.0607126,1.1105283,-1.0382594
0.14510244,2.0414035,0.3249779,2.2313926,0.69607085,-2.2642767,1.647285,-0.2532801
-0.918802,2.3941708,0.44312605,2.307591,-1.4331095,-2.6739047,1.2114856,-2.1464262
0.6565962,0.39320508,0.64508885,1.9708538,-0.53535545,-4.272501,1.9903511,-1.5398133
0.3475974,0.96631384,-0.50573987,2.314579,-0.16866076,-3.040707,1.0482754,-1.2556778
0.23873754,1.876684,0.3889928,2.165051,0.85833305,-2.4434626,1.6940863,-0.18702401
0.24206798,1.0841639,0.07266867,1.9964399,-0.43621695,-2.2708235,0.9969849,-0.8142795
0.51981646,0.6089211,0.94078654,2.039232,-1.0648733,-4.3354735,2.1514573,-1.3708735
0.08794724,0.840469,0.6725955,1.4788365,-1.4863161,-4.933471,1.8669263,-1.5101962
0.09433789,1.7935845,0.2851742,2.1396513,0.30419153,-2.8705595,1.337694,-0.3080594
0.27359787,2.311927,0.5626896,2.2772765,0.4723667,-2.0225387,2.051505,-0.47859952
0.7851483,1.4522847,-0.2765336,2.2938032,0.9141057,-2.239669,1.8877476,0.12954609
0.28558922,1.4067982,-0.7503101,1.8846176,0.51012546,-1.989416,0.8472778,-1.2289808
-0.26975235,1.4303644,0.46118447,2.335287,0.7729332,-3.3134372,0.9997924,-0.3419862
-0.25926456,1.4726088,0.68741304,2.4096763,1.003863,-2.6211731,1.1391867,-0.6386792
0.052077092,1.8979411,1.046643,2.2619362,0.84534913,-2.454552,1.8290831,-0.9178157
0.0032054996,1.8847713,0.27632448,1.7348945,-0.48787457,-2.9576032,1.217834,-1.0211064
0.31529015,1.438881,-0.6889949,1.9793345,0.63851076,-1.9231597,0.95279545,-0.99487674
-0.11029054,1.5104045,0.8640491,3.172478,-0.66813606,-2.75038,1.6468047,0.7231357
-0.22198057,0.47848928,0.80097455,3.8943057,0.35755765,-3.1687963,1.2171894,-0.90135926
0.19225913,1.9411545,0.57598066,2.1483662,0.78563285,-2.4645875,1.7429907,-0.35381567
-0.4309467,2.2553217,-0.37631002,2.3649154,0.24732131,-2.7940838,0.849573,-1.021597
-0.19112878,1.5568904,0.41776943,2.8827329,-0.20008303,-3.1140635,1.2345612,0.4696809
0.31580886,2.5641224,-1.4894679,2.1170528,-1.651972,-4.455955,2.062003,-0.23475951
0.13949114,1.9178205,0.25304416,2.6031718,-0.0065025487,-2.4041317,1.5536397,0.40035707
-0.104957916,1.9976776,0.6157714,2.1107109,0.3317705,-3.328475,1.4371008,0.2738525
0.2063572,1.8836709,0.52935386,2.238014,0.601796,-2.2787204,1.698406,-0.20980108
-0.18730763,0.324459,0.54632694,4.174961,0.25662902,-3.3451693,1.2906595,-1.1345975
-0.53290445,1.6938747,-0.9594046,1.4408987,1.2518483,-1.7402674,0.49752042,-1.1469537
0.8751825,0.28497484,0.42782277,2.0052764,-0.414219,-4.6613293,2.3487682,-1.8189031
0.5256458,0.7718011,-0.4577729,2.0271187,-0.38016185,-3.1826158,1.1648371,-1.11672
-0.030170579,0.53732157,0.7414081,3.6308045,0.27900982,-2.698993,1.3318039,-1.3064188
0.49324217,0.36777216,0.58933324,1.7053012,-0.9534108,-4.9995165,2.1075933,-1.4523084
-0.005092127,1.8125879,0.49354893,1.9305202,0.84768593,-3.0150251,1.4538258,-0.11490151
-0.2546863,1.9834023,0.7973697,2.2418623,0.8724377,-2.673066,1.4300236,-0.4369696
0.48398077,2.2307,-1.166368,2.2256322,-1.154418,-3.9167428,1.875725,-0.5188919
0.33012438,0.331387,0.7710397,1.6873478,-1.0373411,-5.0145636,2.0096526,-1.4431103
0.18630023,1.0530798,0.2730944,2.045978,-0.40096012,-2.346863,1.0421901,-0.9283669
-0.10754179,1.476434,-0.52687556,2.1099064,0.6248215,-1.9904635,0.66916436,-0.32302287
0.2059655,0.9097736,-0.98440367,3.0348551,-0.3772366,-3.6583378,1.0792195,-1.6025482
0.4526007,1.8309466,-0.17397952,2.2765393,1.1079057,-2.6212661,1.7111772,-0.01997282
0.43424493,0.6063882,0.92960703,1.9225724,-1.1312816,-4.3703375,2.0566142,-1.1293237
1.1223527,0.99783164,-0.7353525,2.3608785,0.3449864,-1.8999171,1.8857744,-0.14174606
0.58993644,0.008576541,0.7727361,1.6698817,-0.56766665,-4.875522,2.1683476,-1.5361024
0.33958372,1.4273506,0.16328293,2.9063332,-1.0924053,-1.953943,1.7509245,-1.5909021
-0.33152807,1.3370836,0.57292485,1.8731558,0.8688129,-2.663804,0.93872184,0.24029092
0.37036818,1.0130808,-0.7144614,2.5293362,-0.33023974,-2.929651,1.0796393,-1.4238513
-0.31788364,1.9531091,-0.23386048,1.8766571,-1.1660082,-3.4427922,0.9872349,-1.3379831
-0.41802776,1.4652265,0.19265527,2.125108,0.9454663,-2.7277954,0.6217184,-0.7434679
-0.524725,1.982507,-0.34861907,1.6222162,-1.3901329,-3.4739532,0.9389772,-1.4320768
-0.36092412,2.1951766,0.07586448,2.5751538,0.24419531,-2.3606825,1.0916708,-0.05489704
-0.069240995,0.9603411,0.8125127,3.595756,0.6576384,-2.696323,1.4397627,-1.1008108
-1.371477,1.983493,-0.23925962,2.6107965,0.32655144,-2.8691347,0.1194801,0.089111716
-0.044572156,2.038773,0.24727541,2.088764,0.76391345,-2.5105996,1.3628745,-0.43345523
0.33974114,0.5531592,1.0628508,1.7984815,-1.4826162,-4.678832,2.2020051,-1.099713
1.0505373,0.41866305,-0.29728174,2.5257642,0.032951474,-1.7684951,1.7396095,-0.05493639
0.20393176,1.5166249,0.021960786,1.962878,0.078892976,-2.4783344,1.1464016,-0.91297215
0.10544297,1.493241,0.43800575,2.3702557,0.7953631,-2.9452906,1.3780097,-0.59096277
0.9379221,-0.11483282,0.107197225,2.5146673,-0.26741618,-1.9344504,1.7144135,0.061420184
0.78109884,0.3678059,0.41594076,2.110044,-0.30736545,-3.9298096,2.0014858,-1.6941941
-0.39466676,2.3168323,-0.09001663,2.325955,0.347251,-2.691145,1.0157237,-0.68367505
-0.009654444,1.7588727,0.36648238,2.1559043,0.87439287,-2.6449196,1.3091666,-0.30722472
-0.01636459,1.9246256,0.6993663,1.9324932,0.7398115,-2.8429613,1.5211244,-0.5029552
1.0119278,1.2037876,-0.8622374,1.1270463,0.22308052,-0.59939,1.8365649,0.0058702817
0.33658805,2.0072596,0.7006324,2.4919732,0.77109915,-2.078816,2.069487,-0.6015711
0.6984016,-0.33962184,-0.21067779,2.638613,-0.30147827,-1.7255293,1.2998643,0.19131546
0.41507286,0.93883604,-0.74468285,2.4298096,-0.27901766,-3.54317,1.1673212,-1.398505
0.5591036,2.1040516,-1.1789204,2.0563147,-0.87695324,-4.03784,1.7950692,-0.5953449
0.34896633,1.5763729,0.4798181,1.9835862,0.86776584,-2.8947864,1.6848294,-0.36498192
0.52479804,2.303099,-1.2767683,2.2785676,-1.3369774,-4.0236373,1.922887,-0.40598884
-0.3351487,1.6849734,0.46586365,2.683995,0.3034074,-2.6984863,1.0661093,-0.10576858
-0.5493598,1.919475,0.3978183,2.2502735,-1.0132043,-2.827721,0.95097125,-1.592728
-0.61659074,1.3588446,0.17352678,3.7956553,-1.064084,-3.4311662,1.0401462,0.007613585
0.33616874,1.6190284,0.18294519,3.2214193,-1.5052558,-1.9091066,2.1710556,-1.7900972
0.23236024,1.3560295,-0.07670531,2.4682746,-0.856367,-2.8142126,1.2921085,-1.4634073
-0.08453439,-0.03948687,0.06514135,0.06526482,-0.096841365,0.107144296,-0.07690661,-0.09256092
-0.22424373,0.46294302,0.7226773,4.0542445,0.4153316,-3.1368535,1.2243049,-0.89299744
0.07066389,1.7722244,0.21154863,2.0471444,0.9768145,-3.0307062,1.360218,-0.21412957
-0.2256762,2.0581896,1.1211947,2.2207716,0.51175225,-2.651856,1.6019506,-0.45406458
-0.6681546,1.2918935,0.26275495,3.7551587,-1.1232389,-3.3386464,0.96369344,0.12105691
0.019914227,1.7178801,0.58693063,2.1211882,1.0812557,-3.0931146,1.4622403,-0.28275308
1.2591099,1.2580578,-0.9768249,1.9981927,0.3338274,-1.801207,2.0027277,-0.26244038
0.3569092,1.8342392,-0.4713047,1.803559,-0.311351,-3.3138995,1.2996863,-0.58914024
-0.070621654,1.2950217,0.103866674,2.8359303,-0.69387907,-2.8765974,1.0246694,0.049803
0.49830997,1.0873618,0.5319036,2.5773966,-0.9241918,-3.1379588,1.8447855,-1.7910745
-0.5551017,2.0788183,0.36820373,2.4451706,-1.209633,-2.9742844,1.139039,-1.8778342
-0.5470021,1.3392401,0.29426733,3.7929196,-1.1409123,-3.465385,1.2361283,0.3124138
0.33238205,1.5524287,0.27520505,3.0995982,-1.3169218,-1.8723775,2.103631,-1.7161006
-0.41443518,1.6338578,0.38066348,3.37025,-0.66364866,-2.7121584,1.1637048,0.10511136
-0.0881878,0.38631386,0.8643117,4.2091265,0.8667872,-3.3122385,1.5148616,-0.83839524
1.1254655,-1.1576939,0.56203437,2.6902046,-0.20921949,-2.099826,2.8571503,0.17720747
0.19190893,2.0263362,0.58415204,2.2074785,0.5923307,-2.2722864,1.8391104,0.09125804
-0.07896704,1.937398,0.68168515,2.0257912,0.8531703,-2.8350787,1.5037328,-0.24776858
-0.50489324,2.0525281,0.4744054,2.5362794,-1.2004837,-2.6659238,1.2623372,-1.8177147
1.002302,0.15941678,-0.12023882,2.7483623,-0.042075533,-2.0670233,1.7179973,0.056465656
0.22263302,2.0700662,0.53388613,2.4042182,0.60550374,-2.139664,1.8670285,-0.28727904
-0.48376045,1.533069,0.067245334,3.743635,-0.67583144,-3.189274,1.075096,0.1664608
0.37209138,1.0445738,0.25958094,2.1798959,-0.58599627,-2.6254165,1.3802074,-1.4885404
-0.54387736,1.3798159,-0.097852044,2.4918404,0.25982088,-3.0658226,0.4386704,-0.3034125
0.021911742,1.920562,0.29921764,1.9493556,0.053877056,-2.3325768,1.2343171,-0.56061405
0.48332644,1.6499015,-0.1603006,2.2490392,0.6264807,-2.658009,1.5645225,-0.242266
0.3670635,1.0696208,0.083340056,2.0149863,-0.26335335,-2.1123996,1.1077197,-0.726611
-0.0960287,-0.046555415,0.031615034,-0.0071107596,0.024861336,-0.03467986,-0.12391326,-0.0625111
0.21497187,1.9793266,0.8511672,2.4356515,0.58889735,-2.1148055,2.003123,-0.6249568
-0.14542669,1.8409983,0.9933741,2.0733333,0.7594193,-2.6007988,1.539976,-0.66621506
-0.53366697,2.0337765,0.18806855,2.6638975,0.3761744,-2.5705576,0.878817,-0.086637154
0.68038344,0.6546577,0.2417246,1.9383186,-0.7975816,-4.540149,2.0047817,-1.4977549
0.3927836,1.1078905,-0.10791763,2.1228185,-0.39012206,-2.3072534,1.1474048,-0.7991786
0.31173256,1.0119417,0.10267468,1.9913306,-0.5533244,-2.3927033,1.0538713,-0.7010298
1.2544457,1.1149243,-0.732533,2.1574066,0.23554386,-1.8013904,2.0821264,-0.29504856
0.30458048,1.5479606,0.22019278,3.2992423,-1.4785389,-1.9641109,2.2116978,-1.8810381
0.33090487,1.0736085,-1.0841515,2.9689538,-0.12434135,-3.7489667,1.1785427,-1.6059482
0.5778566,0.8138775,0.6778763,1.9150354,-0.80544144,-3.6212132,1.8193448,-1.2132545
-0.38916042,2.1369064,0.90929717,2.0663424,0.3027526,-2.448182,1.2866752,-0.6440929
0.44184512,1.916028,0.48871276,2.221936,0.23564291,-2.041061,1.8971833,-0.42361206
0.039745882,1.9851893,0.6971,2.2135315,0.76385844,-2.264143,1.6840844,-0.5265135
-0.096381895,1.9868456,0.39458197,2.0416892,0.6001366,-2.839053,1.3732265,0.13960457
0.5327159,2.2952142,-1.2003744,2.102954,-1.2454718,-3.96789,1.9500124,-0.481737
0.3626276,0.6234889,0.9410668,1.8559829,-1.029316,-4.4966516,2.009473,-1.1851025
0.29452887,2.1775594,-1.3023714,1.8185253,-1.4288943,-4.7161446,1.7556736,-0.83142674
0.1404637,1.3763287,0.7863261,2.0509343,-0.32798848,-2.362559,1.3740717,-0.8771344
0.6420327,1.6526514,-0.4093818,2.1110735,0.26198745,-2.7405777,1.5615332,-0.3615939
0.3363567,1.3317677,0.12491406,2.3199933,-1.0038964,-3.7965758,1.6391029,-1.7809885
0.13529584,1.9501354,0.4403864,2.374157,0.21934974,-2.639712,1.5955449,-0.06223735
-0.21392047,2.0436287,0.782388,2.0491395,0.5718727,-2.8000252,1.4527953,-0.124754034
0.29476303,1.2521094,-0.025585514,2.5528,-0.7414287,-2.2825823,1.3054183,-1.4261676
0.35077557,1.1230513,0.01651151,2.1100893,-0.3627401,-2.33252,1.133697,-0.8209532
-0.28134242,1.326317,0.3664447,2.5465677,0.2774611,-2.6457245,0.8297115,-0.8862712
-0.2624828,1.8452849,0.8015262,2.1344578,0.7029583,-2.991808,1.341262,0.027943142
-0.4333425,2.4727235,0.5665233,1.7522418,-0.426083,-3.1809027,1.251802,-0.8844948
0.52760154,1.9952803,0.5086649,2.3274848,0.5083334,-1.9234947,2.1455312,-0.44116947
0.026980566,1.9941565,0.87699234,2.0455518,0.69979966,-2.4348886,1.7446991,-0.3102791
0.080988355,1.5662023,-0.13119815,1.771136,-0.74851066,-3.0895603,1.05975,-1.0796852
0.36458609,1.1240661,0.09905172,2.5518982,-0.67332304,-2.4745688,1.4300402,-1.6723605
-0.68532085,1.6924268,0.44438618,4.0855083,-1.0447944,-3.3236732,1.368442,0.58730936
1.0600901,0.17962043,0.50805336,2.0006716,-0.19817974,-4.4880047,2.6296248,-2.0697672
0.02410583,1.6166568,0.018912273,2.684028,-0.6967269,-2.041205,1.2191005,-1.4392527
-0.6044319,2.0828342,0.39622197,2.1510203,-1.2805421,-3.2539685,1.0718884,-1.7115061
-0.43596113,2.0837002,-0.34048977,2.2801983,0.7041543,-2.4167411,0.72037727,-0.8310469
0.5317306,1.3543383,-0.50900537,2.3431904,0.21374595,-2.0319304,1.3263534,-1.2359248
-0.040588807,1.794351,0.52132607,2.1884189,0.51012146,-2.5752194,1.3631353,-0.01367207
-0.660995,1.3575394,0.33194068,3.6837335,-0.8913287,-3.274793,0.99139714,0.22404352
0.1434725,1.9343405,0.59448934,1.9019917,-0.025229366,-2.3307772,1.5047919,-0.5996875
-0.56838053,0.43172836,1.253608,4.435181,0.691125,-3.2812831,1.3524952,-1.1195081
0.107343726,2.0470576,0.62018937,2.334944,0.8325622,-2.3242383,1.7600898,-0.60528445
0.31113338,1.2191985,-0.059355862,2.457125,-0.8676826,-2.9338896,1.3349391,-1.4378393
-0.93504727,1.5980048,0.3524711,4.158289,-1.2935529,-3.6116066,1.1444777,0.4500314
0.27332872,1.1906571,0.22321014,2.647457,-0.53598875,-2.4980187,1.5078816,-1.9198757
0.24413724,1.2430267,0.06926446,2.5842495,-0.5973503,-2.4458573,1.2686294,-1.4279128
-0.28874087,1.8425121,0.51575357,2.059296,0.593615,-3.2631025,1.1074228,-0.041833762
-0.037570287,1.8342226,0.45471495,1.7456251,0.73903525,-3.0825145,1.3289669,-0.43763807
-0.6328247,2.2408686,0.486095,2.4074526,-1.2529899,-2.9703457,1.2243865,-1.9916573
-1.1051342,1.9981986,-0.38127726,3.0822837,0.4284133,-3.1878204,0.35407886,0.14393185
0.43576798,2.004124,0.80559766,2.3981771,0.74351496,-2.1209383,2.2355053,-0.47010967
0.5572831,0.80296797,0.6453857,1.9314272,-0.8579637,-3.597393,1.7991143,-1.1758745
0.39343807,2.1569054,-1.0165222,2.0852396,-1.2636653,-3.5784996,1.6944035,-0.42227918
-0.61738765,2.3744087,0.41946855,2.374323,-1.185515,-2.8020341,1.3091033,-2.0219078
0.24868459,2.256767,0.8653718,2.3110166,0.35412228,-2.1923401,2.1310923,-0.3735757
-0.6396618,1.4256451,0.26144472,3.897537,-1.2494454,-3.5430808,1.1723648,0.28191632
-0.28697827,1.9884075,-0.1835901,1.2150306,-1.2220585,-3.2053468,1.0427853,-1.2005609
0.63235766,2.000844,0.6062755,2.3747668,0.29228556,-2.0902367,2.3056264,-0.6870491
1.1628116,1.0801628,-0.555306,1.5242589,0.7434882,-1.6739753,1.9361678,0.13014685
0.47747132,1.4648672,0.17296949,2.0927012,-0.09358896,-2.132123,1.4630501,-0.6592403
0.15247126,1.9438275,0.6998556,2.010118,0.7673488,-2.4054928,1.7371964,-0.15690297
-0.13445693,1.0946556,0.71401775,2.8739328,0.88626367,-2.886396,1.2030727,-0.35457346
0.19083509,1.7294086,0.20640106,3.2658505,-1.4875088,-1.8557578,2.072574,-1.8184738
-0.30106655,1.7262269,0.90192246,1.842517,1.1625255,-3.6972075,1.2947841,-0.5141494
0.3057348,1.6147742,0.18382159,3.28295,-1.4378425,-1.8920286,2.1540952,-1.7520809
-0.115937985,2.1823068,0.71394885,1.890195,0.30654043,-2.87658,1.5135478,-0.19011046
0.09766318,1.7843158,0.07247059,2.2930937,0.59364766,-2.5533788,1.3116657,-0.17419691
