0,1,2,3,4,5,6,7
0.37603703,1.1394684,0.005999286,2.090816,-0.31769854,-2.297435,1.1223998,-0.8147077
-0.24510506,1.6205386,0.3203656,3.0636609,-0.44634786,-3.1071305,1.2675922,0.49496934
0.36027262,0.54713494,1.103598,1.8898835,-1.4662594,-4.770215,2.2615013,-1.1223085
-0.09335791,1.723631,0.8998318,1.8521149,0.8686885,-3.347166,1.4355023,-0.55145454
0.30109942,1.4893904,0.2984464,3.3065782,-1.3367078,-1.8245255,2.1746693,-1.8589566
-0.7255389,1.5541816,0.09870026,2.9747589,0.09057018,-2.8237147,0.49534145,-0.5424997
0.29640812,1.1110338,-1.0912852,3.0168002,-0.18392369,-3.6637025,1.1360414,-1.5967926
-0.6218752,2.3211837,-0.45453566,2.3760505,0.5358085,-2.5068493,0.6564506,-0.96903473
-0.57058007,2.3928413,0.4122636,2.4223006,-1.1253252,-3.029003,1.278529,-1.8935074
0.07606324,1.6220492,0.500732,2.1258729,1.0251591,-3.0796156,1.4539602,-0.09850879
0.047715466,1.8758878,0.26703513,2.198927,0.6806938,-2.6646707,1.4035707,-0.37918696
0.026609063,0.1061431,0.081082,-0.077546895,0.037152737,0.1103003,-0.042949155,0.09852728
0.28754693,0.96494377,0.0117951445,2.0293703,-0.33785465,-2.2157404,1.0050901,-0.935986
0.2561165,2.0789804,0.6377711,2.432369,0.82992625,-2.031718,2.0750046,-0.19717832
0.60174364,0.39435124,0.75898737,1.9745536,-0.82315975,-4.4066224,2.0242326,-1.3097653
0.30292872,0.9926057,0.111393355,2.0974476,-0.13450758,-2.2431087,1.071549,-0.9537423
0.7247317,1.60415,0.19323543,2.636166,0.3244758,-1.9286367,2.0461266,-0.39543363
0.42605406,0.43672216,0.15173922,1.8448281,-0.66964215,-4.4432526,1.6082568,-1.2868185
0.19018586,1.3020896,-0.03439069,1.8713293,-0.5293815,-2.3877718,0.97813064,-0.62601876
0.60417,0.70962125,-1.018878,2.1071432,-0.6967211,-4.6514506,1.4807907,-1.3310446
0.39422,0.61322486,0.9199077,2.0793784,-1.1453347,-4.453527,1.993335,-1.1352428
-0.14127244,1.3559074,0.9734307,2.8570476,1.0612462,-2.9668005,1.4387456,-0.5924323
-0.052642394,2.059712,-0.41235647,2.5446107,0.41316542,-2.515126,1.0960058,-0.5281632
-0.16860926,2.2220016,-0.08378697,1.66573,-1.268638,-4.027983,1.3469695,-1.3546528
-0.548221,1.3553406,0.38557222,3.6966858,-1.2212919,-3.3685217,1.1704795,0.19996437
-0.13263458,2.1132264,0.82218236,2.0139902,0.23273067,-2.9594228,1.531878,0.06646646
-0.015550189,1.8870122,0.7847219,2.0332294,0.90139747,-2.6565502,1.6075368,-0.2821663
0.60861284,1.1500477,-0.36210427,2.883316,0.1845162,-2.5467951,1.5732776,0.11181249
0.40906337,0.3530454,0.86139953,1.875657,-0.71865916,-4.2931967,1.8264256,-1.2306092
0.6431428,1.9982461,0.24382003,2.573888,0.23863314,-2.0441544,2.1507933,-0.7827721
-0.015799522,1.7906777,0.3814672,2.4661715,0.28389218,-2.4611642,1.3899515,0.24521565
-0.46744332,2.4514968,0.35107306,2.1515062,0.38457778,-2.9425035,1.1080804,-0.8980927
0.8609827,0.40473327,0.33443347,2.093761,-0.17422621,-3.799899,1.9710324,-1.5843873
0.26411834,1.5031449,0.10366765,2.5986118,-0.77010846,-2.3342166,1.4207546,-1.3536384
0.46176502,-0.5613861,-0.09610814,2.1857285,-0.32854792,-1.4453142,0.9438683,-0.17303382
0.3457162,1.4907291,-0.75598407,2.067675,-0.70960456,-2.9578147,1.1850611,-0.6245493
-0.18078806,0.31840044,0.59126335,3.8659918,0.33620045,-3.2401464,1.1476974,-1.0737303
-0.012574583,0.07946101,0.01419951,-0.10908593,-0.006321922,0.042258948,0.10785392,-0.10854721
-0.12005983,1.8995402,0.10808419,2.1873722,0.5123474,-2.7112355,1.0998445,-0.31713694
0.26245904,1.4809568,0.17695574,2.1833189,0.9009473,-3.1972694,1.4396938,0.0052804565
-0.042381324,1.9200518,0.6939278,2.2214155,0.63964903,-2.6285517,1.5301257,-0.053820483
0.58703315,0.5420243,0.3031891,1.916317,-0.7686354,-4.5381455,1.9194384,-1.5236002
0.4053047,1.3571707,0.16997516,2.5999005,-0.76225096,-2.1865005,1.5282458,-1.165034
0.36272797,1.0333681,0.1119773,1.9816942,-0.39814773,-2.0726385,1.0744016,-0.87065816
0.539319,0.600124,0.6339457,1.9829265,-0.6432498,-3.747488,1.7483734,-1.191055
-0.5019025,1.9952408,1.1333684,2.224162,0.5135719,-2.698622,1.3088771,-0.8105255
0.4415125,1.9120992,-1.126274,2.1524255,-0.9299021,-3.5324159,1.5752604,-0.5953807
0.36805916,1.1957318,-0.072561935,1.951497,-0.39508662,-2.1602483,1.1379322,-1.0619115
0.14077772,1.3204106,0.45502043,3.4516072,-0.35042587,-2.7964783,1.6528687,0.62953144
0.38330218,1.1769859,0.22961274,2.9033487,-0.8437198,-2.6491039,1.7840357,-2.3121474
0.58840036,1.7064778,-0.27207717,2.373054,0.5841755,-2.293004,1.7213985,-0.357096
-0.3694442,2.580887,0.55020666,1.8111162,-0.6542366,-3.288524,1.3032557,-0.96969384
0.500789,1.0329945,0.18276861,2.205906,-0.5768669,-2.6386178,1.4787512,-1.3930942
-0.49170262,1.7607504,0.044009324,3.6300108,-0.59533656,-3.2194207,1.1026145,0.44018316
0.23060375,1.4565372,-0.041377008,3.4782438,-0.09855221,-2.6051152,1.6995064,0.8066517
0.07394939,1.782131,0.98255295,2.149315,0.6784266,-2.6193442,1.7199025,-0.7188806
-0.05604546,2.0612497,0.55042565,2.0057833,0.7287949,-2.038939,1.5334979,-0.11273401
-0.7402125,1.1858338,0.5366426,4.1285415,-0.17779344,-2.9970808,0.9794389,0.13129328
0.65586525,0.82507527,-0.5594678,0.3146199,0.4747099,-0.8566652,1.2761291,-0.16707346
0.30082893,2.134206,0.8441828,2.305327,0.27721784,-2.1760163,2.068582,-0.7104673
-0.35365313,2.5688274,0.17734842,2.1440442,0.7653828,-2.090101,1.3874298,-0.1182314
-0.25234863,1.8310091,0.006946918,2.0209224,-0.99426055,-3.0028293,1.0463715,-1.5680275
-0.21159823,2.0092275,0.88609576,1.9925154,0.8035926,-2.7517562,1.537686,0.032263696
0.51295143,1.9695172,0.33293825,2.1197398,0.17324366,-2.0488594,1.9670309,-0.6065709
1.2539502,1.1444962,-0.8063426,2.579517,0.1532846,-2.3565214,2.1758115,-0.33472955
-0.25589362,2.9152298,0.13812833,2.1225607,0.5828265,-2.0608287,1.6075096,-0.24700852
-0.24478811,2.059993,0.85285336,2.2595425,1.0681653,-2.4719703,1.6117479,-0.42341787
-0.28596357,1.9300216,0.6986416,2.1259181,0.73380214,-2.3370008,1.2566545,-0.45813015
0.5217932,2.2896674,-1.254463,2.1877651,-1.3513578,-3.9899492,1.9437045,-0.4413099
-0.17057024,1.7030536,0.39688224,1.9476868,0.7647228,-3.0166214,1.1069804,-0.17713057
0.41754657,0.9817575,0.06772229,2.1413813,-0.6068921,-2.878181,1.3246424,-1.3482723
0.39268526,1.0729388,-0.18243909,2.393025,-0.55278766,-3.0758746,1.3140363,-1.4350687
0.13525905,1.5630739,0.6958843,2.1967444,0.710456,-2.7689486,1.5529587,-0.030393668
0.12508374,1.9035418,0.68773824,2.94049,-0.6222879,-2.6975632,1.8404975,0.5204914
0.09984264,0.023714647,0.086856216,0.052124903,-0.007929653,-0.020085484,-0.036369473,0.08305244
-0.30670318,1.4106748,0.93677294,2.094597,1.2886082,-3.3962057,1.2205173,-0.261239
0.19524178,1.4294839,0.57820094,2.0058346,-0.2467737,-2.5022879,1.3071879,-0.40341744
0.27768034,1.641803,0.40271822,2.3074284,0.16210525,-2.6728315,1.5467322,-0.19111024
0.30961928,1.4440011,0.36650506,3.1752343,-1.34304,-1.8384632,2.1236413,-1.7016988
0.37563032,1.2928084,0.33311832,2.2471676,0.8148942,-2.6755903,1.5285094,-0.40778053
-0.29804358,0.77948326,0.38281912,3.7405188,-0.823399,-3.110845,1.1905286,0.3849315
0.24376094,1.1062593,-0.2560682,2.6823967,-0.30601755,-2.5334616,1.1412832,-1.4066625
0.41885623,2.188459,0.5403478,2.3096752,0.4775279,-2.0486686,2.131079,-0.4240575
-0.27881896,2.3850324,0.7925868,1.8184683,-0.56827617,-3.056887,1.4288379,-0.8198239
-0.3220248,2.6009653,0.9246859,1.7743647,-0.08525235,-2.8650663,1.5479196,-0.62087494
-0.08255337,1.629696,0.4556989,1.8398776,0.8882871,-3.2780743,1.1849711,-0.47946793
0.41414163,2.1777806,-0.9748293,1.9214634,-1.1264861,-3.7681234,1.6924152,-0.5266659
-0.5045484,2.1739953,-0.5147055,2.4646146,0.6242362,-2.4643831,0.7082673,-0.84779704
-0.11403628,1.7332368,0.8747328,2.9565341,-0.377656,-2.933707,1.596538,0.4501256
0.3438515,0.8853592,-1.2036407,2.9800992,-0.28162983,-3.9360945,1.1614497,-1.5704516
-0.6452806,1.9417604,0.5470032,2.1905813,-1.3546072,-2.5655732,1.0615134,-1.7268467
-0.8081969,2.3993647,0.5621155,2.4079914,-1.2714796,-3.1828132,1.1844268,-1.9542726
-0.60895836,1.3098745,0.35778975,3.8079066,-1.1341743,-3.5201747,1.1745543,0.32526487
0.7861568,0.4003078,0.49903822,2.0681422,-0.3989425,-4.0559387,2.0972657,-1.5289209
-0.50143826,1.4732639,0.41963375,3.6673758,-1.0074121,-3.5152733,1.2467942,0.39796984
0.1709796,1.1078804,-1.1125389,3.0967553,-0.29807827,-3.5114481,1.1071246,-1.5341471
-0.10842956,2.0585208,0.29004633,1.7469579,0.22199848,-3.3360023,1.2072228,-0.33649147
0.14879732,1.2724832,0.08228117,2.4180913,-0.8626498,-2.9795642,1.2823373,-1.5863955
