0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.044993583,-0.019335559,-0.18450376,-0.079941735,0.8336061,-0.68524575,-0.5995053,0.40843675,-0.11783965,-0.0099601885,-0.19193742,-0.9540961,0.6106202,-0.105736375,0.084263206,0.2793735,0.12919399,0.2380111,-0.6000694,0.44961125,0.51340395,0.3936214,0.018606324,-0.9348393,0.008028743,0.6570663,-1.3224677,-0.31711552,0.15712264,-0.025906842,-0.5300666,-0.3206769,0.014313149,0.2700044,0.5390475,0.5023483,-0.42534643,-0.07986613,-0.050485026,0.2604504,0.22377944,-0.04056843,-0.462286,0.06962393,0.21299668,0.0925256,-0.24511829,-0.5062883,-0.7729352,0.19502707,1.2796382,0.4405395,0.7174986,-0.08148359,0.86684316,0.54444426,0.15329914,-0.7450884,-0.17436253,0.07375226,-0.31263223,-0.43407062,-0.6903189,-0.01336019
0.098711506,-0.265566,0.16639756,0.30020234,0.19694377,-0.78821486,-0.60086256,0.53287977,-0.09613092,0.64866495,0.17447262,-0.9484654,0.6948213,-0.31716457,-0.032160744,0.7793463,0.27928805,0.3856878,-0.75908,0.03728933,0.82422894,0.47601,0.20255373,-1.0205265,-0.14457372,0.39833006,-1.0528078,-0.042860795,0.7258115,-0.098816864,-0.25799727,-0.40626687,-0.3621271,0.5136382,0.3574761,-0.014165108,-1.2196932,0.12828074,-0.38019893,-0.3445313,0.5228687,0.5050633,-0.7236551,-0.42757794,0.2149314,0.010209851,-0.2081537,-0.10594996,-0.61526275,0.24999343,1.1270043,-0.053521007,0.6574295,-0.5592646,0.5396785,0.09306244,0.32132646,-0.8707436,-0.83058435,-0.5588635,-0.18963718,-0.7755942,-0.34584177,0.16887146
-0.06377875,0.074242555,0.18329789,0.010864117,0.37670484,-0.7291907,-0.554374,0.93794847,-0.46490875,-0.013125431,0.36712122,-0.7006089,0.7571878,0.14144084,0.28131145,-0.09347355,-0.19726917,0.70443624,-0.5820811,0.67346704,0.42364258,0.6773169,-0.3328268,-1.7449164,0.093259595,0.8353554,-1.0696694,0.02454352,0.34758988,-0.10036869,-1.0474142,-0.23864998,-0.6385326,-0.28702402,0.650779,0.30815834,-0.61098015,-0.1369574,0.17528419,0.7332864,0.29443505,-0.16690744,-0.6569059,0.32140028,0.27101818,-0.51302356,-0.875286,-1.0051736,-0.22994106,0.22281584,1.1025536,0.5369197,0.87255746,0.22366609,0.9933239,-0.11047266,0.6494548,-0.3940387,-0.45691827,-0.31648254,0.08337726,0.8202482,0.34816894,-0.009519153
0.13081492,-0.3330543,0.048079573,-0.17151678,0.8197249,-0.47491762,-0.9687047,0.6830855,-0.75370026,-0.27743378,0.09001348,-0.77994996,0.4736885,-0.6842713,-0.27358726,0.6417135,-0.076286174,-0.24645932,-0.94135445,0.6438112,0.58137345,0.81345236,0.5324993,-0.46637592,0.6370404,0.23342322,-0.8120873,-0.13291338,0.8202941,0.13966466,-0.7201624,-0.019277403,-0.21384937,0.31466082,0.52605134,0.37285674,-0.6815172,0.40347555,-0.29702592,-0.33865938,0.9093298,0.27992374,-0.03380152,0.5291254,0.54904246,0.07708894,-0.5278766,-0.21702969,-1.0637372,0.021784479,1.2264527,0.19567414,0.6742426,0.024071882,0.7879772,0.22686727,-0.17445725,-0.6411106,-0.030771334,-0.067764774,-0.38073704,-0.18573152,-0.37988138,0.23490877
0.33489513,0.3506366,0.3616299,0.21674591,1.2875359,-0.6609639,-1.2247028,0.49123216,0.29150602,0.07340916,0.43110994,-0.92073256,0.46966076,-0.058871437,0.021708362,0.52849656,0.338664,0.051883396,-1.192077,1.0112809,0.6406891,0.31502727,-0.8567403,-0.8600344,-0.34566227,0.8073564,-0.84836733,-0.80035424,0.4450699,-0.25807047,-0.6400831,0.23084104,-0.14102623,0.46051416,0.6354835,0.78992516,-0.54336417,0.42661238,-0.37112176,0.257578,0.10072982,0.3214712,-0.76277137,0.035338584,0.41556856,-0.18907209,-0.33465487,-0.08530006,-0.6121303,0.028518172,0.89320767,-0.0050770273,0.29856214,-0.20947863,1.0826858,0.5332162,0.18229775,-0.5038738,-0.557488,0.18499704,-0.090141155,0.07855961,0.029063186,0.4631346
-0.39239752,0.36096388,0.51869065,-0.08036817,0.27318278,-0.48486793,-0.73201853,0.25031957,-0.2509258,0.021021772,0.8097907,-0.5230847,0.19923545,-0.49884593,-0.27645963,0.019597828,0.03235245,0.62469065,-1.557273,-0.24255297,0.9487984,0.8946079,0.2756998,-0.9001719,0.13982879,0.71597606,-1.3805412,-0.26774034,-0.021026105,0.515391,-0.7642594,-0.75328004,-0.21449547,0.070820004,0.5281728,0.17634313,-0.49063468,0.29626447,-0.21646091,-0.13623938,0.5207488,0.14376023,-0.7167637,0.31365672,0.48869407,0.13872756,-0.19690228,-0.36983532,-0.897575,0.22950289,0.99612343,0.36207983,0.5408194,-0.2204431,0.91817266,-0.10483414,0.100830175,-0.74578166,-0.09650734,-0.42003605,-0.46806443,-0.47455564,-0.6928493,0.062440038
0.39522082,0.1669055,0.60600775,-0.025090909,0.96776384,-0.21845463,-0.7899861,0.6017808,-0.5024534,0.09280483,-0.25557888,-0.6325548,0.6352816,-0.045669515,-0.07391675,0.26881754,-0.43605924,0.45098096,-0.77883923,0.4321425,0.63636124,0.13040578,-0.17229843,-0.5396501,-0.1585215,0.20313084,-1.3191886,-0.13569781,-0.5864341,-0.020773752,-0.515449,-0.38254458,-0.36147788,-0.67589325,0.0023869283,0.30684254,-0.7963536,0.25007963,-0.29695767,-0.1726935,0.6740665,0.47531694,-0.5984998,0.09180916,0.023828516,-0.4010722,-0.061835397,-0.5304069,-0.8555903,-0.32604635,1.248969,0.50483465,1.1064277,0.5155479,0.7065444,0.58025587,0.6187945,-1.2760422,0.17431603,-0.22229394,-0.13556468,-0.29838297,-0.6380131,-0.3790449
0.4166528,0.6963114,-0.39561448,-0.09789338,0.38003793,-0.64157933,-0.79110694,0.791375,-0.06934971,-0.020868927,0.5786416,-0.4709203,0.42213047,-0.07208572,0.10443038,-0.09667365,-0.37713662,0.24727702,-1.1575419,0.60701936,0.8148059,0.30922619,0.42321068,-0.8876921,0.06420492,1.1043602,-1.3315881,-0.14357823,-0.065597214,-0.33557752,-0.26956147,0.04571989,-0.24343812,-0.09232152,0.5297209,0.23928373,-0.8187344,0.32543468,-0.43505234,-0.053790048,0.25500473,0.32720208,-0.31194562,0.8064625,-0.14128134,0.29602045,-0.19312896,-0.16317314,-0.6633811,-0.002234991,1.1732409,0.42271882,0.3690358,0.02128064,-0.11704652,0.21112694,-0.07697022,-0.68053913,-0.37215024,-0.69009435,-0.017497106,-0.56774163,-0.79384935,-0.310816
0.07979733,0.14094867,0.39760414,0.20558053,0.92311144,-0.36886775,-0.7757363,0.41063696,-0.6268535,-0.16611317,0.43574095,-1.1287473,0.64435863,0.25170708,0.80889326,0.57233334,0.3051705,0.24880247,-0.5690386,-0.21596561,0.7488874,0.11849377,0.15900142,-0.84953237,-0.049062792,0.912338,-1.6871551,-0.47715083,0.49947578,-0.3773712,-0.73047644,-0.19851947,-0.025439199,-0.55931497,0.6422601,0.5725802,-0.2568361,0.21728756,0.11179524,-0.24940975,0.18161862,0.32122767,-0.35662782,0.16677938,0.10857988,-0.24192573,-0.3673565,-0.18213084,-0.29936814,0.3696535,1.2966857,0.40516216,0.47539014,0.6716979,0.6389111,0.30761364,0.27079695,-0.35008222,-0.36668962,0.09145743,-0.5018708,-0.4538215,-0.69899875,0.49973553
0.18542686,-0.27723268,-0.30036214,-0.39159822,0.5566092,-0.42082518,-0.56697714,0.73628795,-0.7894026,0.050033733,0.26815385,-0.5022382,0.19537938,-0.50264865,0.2409934,0.45301127,0.34793824,-0.36053637,-1.2793211,0.98553056,0.7367909,0.35795408,0.45257193,-0.73274666,0.42977548,0.5634653,-0.97021466,-0.05124505,0.19799769,0.102498256,-0.53348845,0.16619591,-0.17176466,0.15330362,0.50924003,0.35703728,-0.63841563,0.46165535,-0.19127502,-0.34665114,0.7973327,0.059534058,-0.07696235,0.23539211,0.6923415,0.19042113,-0.53072214,-0.45714003,-0.7449212,0.6821257,0.77715385,0.453258,0.5756798,-0.303939,0.4440024,-0.082359344,0.26786694,-0.85385036,-0.13845876,-0.29542962,-0.62451106,-0.4533059,-0.509995,0.4658451
